Specimen_Number,Preservation,Order,Family,Genus,Species,Sex,thorax_length,thorax_width,thorax_depth,left_forewing_length,left_forewing_width,left_hindwing_length,left_hindwing_width,right_forewing_length,right_forewing_width,right_hindwing_length,right_hindwing_width
988091,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,f,5.3,3,3.6,24.2,4.9,23,4.8,24.4,5.1,22.9,4.8
988081,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.9,3.3,4,23.9,4.9,22.3,4.4,23.8,4.7,22.3,4.3
988094,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,f,5.5,2.8,3.8,23.7,5.2,22.4,4.8,23.7,4.9,22.5,4.8
988084,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.6,3.1,3.8,23.5,5,22.4,4.8,23.4,4.8,22.2,4.8
988088,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.8,2.9,3.8,23,5,21.1,4.7,22.9,4.8,21.1,4.6
988089,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,f,5.4,3.2,3.7,23,4.9,22,4.7,23.3,4.6,22.1,4.7
988086,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.6,2.9,3.5,22.6,4.9,21.7,4.6,22.9,4.7,21.8,4.3
988085,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.1,2.8,3.6,22.5,4.7,21.4,4.3,22.6,4.7,21.4,4.7
988083,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.2,2.9,3.4,22.5,4.5,21.5,4.5,22.4,4.4,21.4,4.4
988087,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.3,2.6,3.4,22.4,4.7,21.1,4.5,22.4,4.6,20.9,4.4
988082,Dry - mounted,Odonata,Coenagrionidae,Erythromma ,Erythromma najas,m,5.3,3,3.1,21.9,4.9,20.4,4.4,21.8,4.8,20.1,4.3
988170,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,10.1,6.3,8,35.1,7.6,33.3,9.7,35,7.9,33.6,9.7
988173,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,9.8,6.7,7.5,34.2,8.4,31.5,9.6,34.2,8.3,31.6,10.3
988174,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,10.7,6.1,8,34.1,8.2,33.2,10,34.2,8.2,33.3,10
988175,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,9.4,6,7.7,33.8,8.4,32.5,9.8,33.9,8.1,33.1,9.6
988171,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,10.7,7,8,33.8,8.1,32,10.4,33.9,8.3,32.9,10.6
988172,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,10,6.7,7.9,33.7,8.1,32.1,9.3,33.7,8.1,32.5,9.5
988176,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,8.6,6.5,7.1,33.3,8.2,31.5,10.3,33.7,8.2,32.2,10.2
988169,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,f,9.6,6.8,7.4,33.2,8,32.3,9.5,33.1,8,32.4,9.5
988164,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.8,6.7,7.6,32.9,7.4,30.3,9.6,33,7.6,30.2,9.5
988163,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.8,6.4,7.6,32.2,7.8,30.1,10,32,7.9,29.8,9.8
988165,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.8,6.8,7.9,32,7.7,30.6,9.6,32,7.7,29.8,9.5
988167,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.1,6,7.4,32,7.5,29.9,9.2,31.7,7.3,30,9.1
988162,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.5,6.2,8,32,7.3,30,8.9,31.9,7.5,30,9
988168,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9,5.7,7.5,31.8,7.9,31.4,9.2,32.1,7.1,30.4,9.6
988161,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.8,6.4,8,31.4,7.9,29,9.5,31.2,7.9,29.2,9.6
988166,Dry - mounted,Odonata,Gomphidae,Gomphus,Gomphus vulgatissimus,m,9.8,6.4,7.6,30.4,7.6,29.1,9.9,31,7.6,28.8,9.4
988026,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.5,2.8,3.3,21.3,4.1,19.2,3.8,20.3,4.2,19.3,4.1
988028,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.7,2.6,2.8,20.4,3.9,19.6,4.1,20.6,4.1,19.4,4
988029,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.6,2.7,3.2,20.2,4,18.9,3.9,20,4.1,19.2,3.8
988025,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.6,2.7,3.4,19.8,3.8,18.4,3.6,19.9,4,18.5,3.5
988030,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.4,2.4,3.5,19.8,3.6,18.7,3.8,20.1,3.7,18.9,4
988031,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.4,2.4,3,19.7,3.7,19.1,3.6,20.2,3.5,18.8,3.5
988017,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,4.2,2.3,2.6,19.3,3.2,18.5,3.5,18.9,3.5,18.3,3.5
988032,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4,2.6,2.9,18.9,3.4,18.2,3.6,19,3.1,17.9,3.6
988027,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,f,4.3,2.2,3.4,18.7,3.9,17.9,3.8,19.5,3.8,17.7,3.9
988021,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,4.6,2.6,2.9,18.2,3.6,17.5,3.3,17.8,3.2,17.4,3.4
988020,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,4.2,2.3,3,17.9,3.5,16.9,3.4,17.9,3.5,16.7,3.6
988022,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,4.3,2.6,3.4,17.8,3.6,16.8,3.3,17.9,3.6,16.6,3.4
988018,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,3.9,2.4,2.7,17.7,3.4,16.8,3.6,17.8,3.5,16.6,3.4
988023,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,4.4,2.2,3,17.5,3.6,16.7,3.3,17.6,3.3,16.6,3.4
988024,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,4,2.1,3.1,17.3,3.3,16.2,3.2,16.8,3.2,16.4,3.2
988019,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura elegans,m,3.4,2.2,2.9,16.8,3.5,15.3,3.4,16.9,3.5,15.2,3.4
988078,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,4.2,2.5,2.8,19.6,4.1,18.5,4,19.5,4,18.5,4.2
988074,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,4.5,2.7,3,19.4,4.1,18.3,3.5,19,4,18.2,3.7
988073,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,3.9,2.5,2.5,18.9,4,17.8,3.7,18.6,3.7,17.5,3.7
988076,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,4.9,2.4,2.5,18.8,3.7,17.4,3.7,18.6,3.9,17.6,3.9
988069,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,4.5,2.3,2.7,18.5,3.9,17.7,3.8,18.3,3.8,17.7,3.7
988080,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,4,2.3,2.5,18.4,3.9,17.1,3.8,18.5,3.7,17.1,3.8
988075,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,4.1,2.4,2.6,18.4,3.8,17.8,3.6,18.4,4,17.6,3.5
988077,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,4.1,2.5,2.7,18.1,3.6,16.9,3.6,18,3.5,16.7,3.2
988079,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,f,3.9,2.3,2.2,18,3.6,17,3.3,18.1,3.8,17.1,3.5
988068,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,4.3,2.4,2.3,17.6,3.6,16.1,3.6,17.6,3.9,16.7,3.4
988067,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,3.6,2.3,2.7,17.4,3.7,16,3.4,17.4,3.8,16.3,3.4
988071,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,4.2,2.4,2.4,17.1,3.4,16.5,3.5,17.2,3.6,16.5,3.6
988066,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,3.8,2.2,3,17.1,3.2,16.4,3.2,16.8,3.2,16.1,3.5
988072,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,4.2,2.4,2.3,16.8,3.6,16.4,3.7,17,3.8,16.4,3.7
988065,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,3.6,2.1,2.6,16.7,3.2,15.3,3.1,16.3,3.2,15.1,3.5
988070,Dry - mounted,Odonata,Coenagrionidae,Ischnura,Ischnura pumilio,m,4.1,2.3,2.4,16.6,3.7,16.4,3.5,16.5,3.7,16.5,3.4
988224,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,7.1,3.6,4,26.9,6.5,25.5,5.9,27,6.6,25.6,6.1
988223,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,4.7,3.5,3.6,26.7,5.8,25.8,5.9,26.6,5.8,25.4,5.9
988218,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,6.6,3.5,3.8,26.6,6.4,24.7,6,26.6,6.4,24.9,6
988220,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,6.5,3.8,4.4,26.6,6.2,24.5,6.1,26.2,6.1,24.8,6
988222,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,5.7,3.5,4.3,26.5,5.2,25.7,5.6,26.3,5.2,24.9,5.7
988219,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,6.5,3.6,4,26.2,6.2,25.1,6.2,26.5,6.1,24.6,5.9
988217,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,6.2,3.3,3.7,25.9,5.6,24.1,5.2,25.7,5.7,24.4,5.1
988216,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.6,3.3,3.6,24.9,5.8,23.4,5,24.9,5.7,23.8,5.3
988209,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.9,3.3,4.6,24.8,5.5,23.7,5.1,24.5,5.4,23.6,4.9
988215,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.6,3.2,4.1,24,5.5,22.4,5.6,23.9,5.4,22.6,5.6
988212,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.2,3.2,3.5,23.9,5.4,23.1,5.4,23.9,5.4,23.1,5.6
988221,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,f,5.3,3.1,3.1,23.5,5.7,22.7,4.7,23.3,5.5,23.4,5.4
988213,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.1,3.3,4,23.4,5.4,23.1,4.9,23.4,5.3,23.2,5.3
988210,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.7,3.3,4.4,23.2,5.4,22.4,5.6,23.2,5.4,22.3,5.3
988214,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,5.3,3.2,3.7,22.6,5,21.2,5.2,22.8,5.3,21.5,4.9
988211,Dry - mounted,Odonata,Lestidae,Lestes,Lestes dryas,m,4.9,3,3.3,22.6,4.9,21.7,4.5,22.5,5,21.6,4.5
988240,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,6,3.1,3.3,24.9,5.5,24,5.1,24.9,5.6,23.9,5.2
988238,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,5.1,3.2,4.1,24.9,5.5,24,5.3,24.8,5.6,23.9,5.3
988239,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,5.9,3,3.4,23.8,4.8,22.8,4.7,23.6,4.7,22.7,4.4
988236,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,5.6,3,3.1,23.6,5.4,23,4.9,23.4,5.5,22.7,5
988235,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,5.4,2.9,2.8,23.1,5.1,22.3,4.8,23,5.1,22.5,4.9
988234,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,6,2.9,3.4,22.8,4.4,22,4.4,22.6,4.6,21.8,4.1
988233,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,4.8,2.8,3.1,22.7,5.1,22.1,4.6,22.4,4.9,22.1,4.8
988231,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,5.3,2.8,3.4,22.6,4.7,22,4.4,22.3,4.7,22.3,4.3
988237,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,f,5.5,2.7,3.3,22.4,4.7,21.4,4.7,22.2,4.4,21.5,4.4
988232,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,5.2,3,3.5,22.3,5.1,21.6,4.9,22.2,5.1,21.8,5
988227,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,5.4,2.9,3.3,21.8,4.5,20.8,4.2,22,4.5,20.8,4.2
988228,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,4.8,2.8,2.9,21.7,4.8,21.4,4.4,21.9,4.9,21.6,4.4
988226,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,5.3,2.8,3.2,21.5,4.5,20.2,4.4,21.2,4.7,20.7,4.5
988229,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,4.7,2.8,3.2,21.3,4.3,20,4.3,21.4,4.5,19.9,4.1
988225,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,4.8,2.9,3.1,20.9,4.6,19.8,4.4,20.9,4.5,20.1,4.3
988230,Dry - mounted,Odonata,Lestidae,Lestes,Lestes sponsa,m,4.5,2.2,3.2,19.8,4.2,19,4,19.9,4.2,18.7,4.1
989550,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7.1,4.3,5.8,29.3,7.7,28,9.4,29,7.4,28,9.2
989548,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7.6,4.4,6.2,28.7,7,28.4,8.7,29.1,7.1,28.2,8.6
989553,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,7,4.2,6,28.5,7.5,27.3,9,28.3,7.4,27.2,9.1
989547,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7.1,4.5,6.6,28.3,7.3,27.3,9.1,28.3,7.4,27.3,9.4
989545,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7,4,5.1,28.3,7.1,27,9.1,28.3,7.3,27.3,9.2
989557,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,7,4.4,5.5,28.2,7.2,27,8.8,28.3,7.2,26.8,8.8
989546,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7.1,4,6.1,28.2,7.1,27,9.1,28.2,7.3,26.9,9
989559,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,7.1,4.4,5.8,28.1,6.9,26.9,8.9,27.9,7.2,27,9.1
989560,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,7.1,3.8,6.4,27.9,7.5,27.6,9.3,28.3,7.6,27.4,9.5
989556,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,6.3,4,6.2,27.9,7.4,27.3,9.4,28,7.4,27.3,9.1
989552,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7.1,4.2,5.7,27.8,6.9,27,8.6,27.9,7.1,27.1,8.5
989555,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,6.8,3.8,6.3,27.5,7.1,26.3,8.5,26.7,7,26,8.6
989549,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,7.1,3.8,5.8,27.2,7.1,26.2,8.6,27.3,7.2,26.2,8.6
989558,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,6.8,4.5,6.2,27,6.9,25.5,8.5,27.1,7.1,25.9,8.6
989551,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,m,6.4,3.9,6.3,26.7,7.2,24.9,7.7,26.4,6.6,24.8,4
989554,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Leucorrhinia dubia,f,7.1,3.9,5.5,25.5,6.5,24.2,7.9,25.6,6.7,24.1,7.9
988333,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,11.8,7.8,8,41.7,9.3,39.5,12.8,41.5,9.6,39.5,12.9
988330,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,11.5,7.4,7.9,40.6,9.4,39.4,13,40.6,9.4,39.4,13
988322,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,13.7,7.7,8.5,40.2,8.9,38,12.5,40.2,8.8,37.8,12.7
988325,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,11.9,7.8,8.3,40,8.9,37.7,12.5,40.1,9.1,38.2,12.5
988336,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,11.1,7.1,7.8,39.8,9.2,37.9,12.9,39.8,9.4,38.4,12.9
988323,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,12.1,7.8,9,39.5,8.5,37.8,12.3,39,9.2,37.7,12.7
988329,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,12.3,7.9,8.6,39.4,9.6,38.4,12.9,39.6,9.8,38.5,12.6
988335,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,11.6,7.4,7.5,39.2,9.4,38,12.4,39.7,9.5,38.1,13.1
988332,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,11.7,7.1,8,39.1,8.9,37.7,12.5,38.8,9,37.7,12.4
988324,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,11.5,7.2,8.7,38.8,8.7,37.3,12.1,39.2,8.6,36.9,12.2
988334,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,11.6,7.8,8.6,38.7,9.1,37.9,12.5,38.4,9,38.2,12.6
988328,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,12.5,8,8.6,38.1,8.1,36,12,37.8,8,35.9,11.8
988331,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,f,12,7.8,8.3,37.9,9.2,35.6,12.5,37.8,9.3,35.9,12.3
988321,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,12.4,7.5,8.5,37.9,8.4,37.7,12.3,39.1,8.8,37.8,12.3
988326,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,12.4,7.9,8.9,37.8,8.4,36.7,11.4,38.4,8.5,37.2,11.4
988327,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula depressa,m,12.3,7.4,7.8,36.5,8.4,36.1,12.4,36.6,8.4,35.9,12.2
989567,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,10.2,6.7,7.2,38.6,8.5,37.2,11.9,38.3,8.5,37.7,11.7
989565,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,10.3,6.8,7.3,38.5,8.8,38.2,11.9,38.7,8.9,37.9,12.3
989570,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,9.9,6.5,7.2,38.3,8.4,37.9,12.2,38.3,8.5,37.2,11.6
989563,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,10.2,7.2,7.4,38,8.3,37.8,11.7,38,8.3,37.9,11.5
989564,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,11,6.9,7.4,37.5,8.8,37.3,11.8,37.5,8.7,36.9,11.9
989574,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,9.8,6.4,8,37.5,8.7,37.1,11.9,37.8,8.3,36.9,11.9
989566,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,11.6,6.7,7.4,37.5,8.5,37,11.9,37.6,8.6,37,11.76
989562,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,10.8,6.9,7.1,37.3,8.2,37.4,10.9,37.3,8,37.2,11.4
989568,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,11.1,6.7,7.6,36.9,8.5,36.7,11.6,37.2,8.6,36.9,11.6
989561,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,m,9.2,6.2,7.1,36.8,7.9,36.6,11.3,36.6,8.3,36.3,11.3
989573,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,9.6,6.5,6.9,36.4,8.6,35.9,11.3,36.4,8.7,35.8,11.3
989576,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,9.8,7.5,7.6,36.2,8.8,36.5,12.3,36.3,8.9,36.1,12.3
989572,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,10.5,6.6,7.7,36.1,8.5,36.5,11.3,36.1,8.3,36.4,11.7
989575,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,10,7,7.5,35.9,8.6,35.1,11.3,35.9,8.7,35,11.6
989569,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,9.7,6.7,7.4,35.7,7.3,35.9,11.3,35.7,8.3,35.5,11.3
989571,Dry - mounted,Odonata,Libellulidae,Leucorrhinia,Libellula fulva,f,10.1,5.8,7.1,35.4,8.1,35.2,11.3,35.5,8.2,34.7,11.6
988314,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,11.4,7.6,8.7,40,8.9,38.9,12.5,39.8,9.1,38.3,12.4
988310,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.8,7.8,7.6,39.9,8.4,37.9,12.5,39.6,8.3,38.1,11.9
988317,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,11,7.4,8.6,39.8,9,38.3,12.3,39.6,8.8,38.3,12.4
988307,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.5,7.8,8.8,39.1,8.3,38.3,12.1,39.2,8.4,37.8,11.8
988318,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,10.5,6.4,7.7,38.5,9,36.9,12.1,38.3,8.6,36.5,12.4
988309,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.1,7.1,8.4,38.2,8.6,37,11.5,38.1,8.8,27.1,11.2
988308,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.5,7.4,8,38.1,8.5,37.5,11.5,38,8.6,37.2,11.2
988319,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,10.2,6.4,7.6,38,9.4,36.6,12,37.8,9.1,36.1,12.3
