Specimen_Number,Preservation,Order,Family,Genus,Species,Sex,thorax_length,thorax_width,thorax_depth,left_forewing_length,left_forewing_width,left_hindwing_length,left_hindwing_width,right_forewing_length,right_forewing_width,right_hindwing_length,right_hindwing_width
988305,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.8,7.9,7.6,38,8.5,37.7,11.7,38.1,8.4,37.5,12
988315,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,11.3,7.8,8.7,38,8.5,37.9,11.8,38,8.9,37.9,11.9
988320,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,11,7.5,8.4,37.5,8.9,35.3,11.4,36.5,8.9,35.4,11.7
988306,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.7,8,8.6,37.1,8.7,38,11.3,39.1,9,38.4,11.3
988312,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,11.5,7.1,8,36.7,7.5,35.4,10.3,36.9,7.9,35.3,10.8
988313,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,9.3,7.3,8,36.1,8.2,35.1,11.3,36.1,8.2,35.4,11.5
988311,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,m,10.1,7.3,7.6,34.9,7.9,33.7,10.7,34.9,8.1,33.2,10.4
988316,Dry - mounted,Odonata,Libellulidae,Libellula,Libellula quadrimaculata,f,9.7,6.3,7.4,34.8,7.8,33.4,10.9,34.8,8,33.3,11
988342,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,12,7.3,8.9,41.9,11.6,40.3,13.2,42.3,11.6,40.3,13.4
988349,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,11.8,6.8,8,41.3,9.2,39.3,12.4,40.9,9.3,39.3,12.5
988339,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,11.4,7.2,7.9,41.2,9.2,39.5,12.9,41,9.6,39.5,13
988348,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,12,6.9,8.9,41,9.8,40.3,13.1,41.2,9.6,39.9,13
988346,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,11.9,6.3,8.6,40.9,9.5,39.4,13.2,40.7,9.6,39.6,13.1
988345,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,11.7,7.6,8.6,40.7,9.7,39.2,12.5,40.7,9.8,39.3,12.6
988344,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,12.3,6.7,8.5,40.3,9.3,39.5,13.4,40.7,9.1,38.9,13.3
988343,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,11.2,7,8.4,40.1,9.3,38.5,12.4,39.9,9.4,37.9,12.3
988350,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,9.9,6.5,7.1,39.4,9.7,37.6,11.5,38.9,9.1,37.7,11.4
988337,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,10.5,5.9,8,39.4,9,37.9,11.9,39.3,9.2,38.3,11.9
988338,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,11.5,6.9,8.4,39.3,8.8,38.7,12.8,39.4,9,38.6,12.6
988341,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,11,7,7.9,39.3,8.6,37.5,12.6,39.3,9,37.6,12.6
988340,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,m,11.3,7.1,7.2,38.8,9.1,37.6,12.5,38.5,9.3,37.4,12.6
988352,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,11.2,6.4,8,38.6,8.6,37.4,12.1,38.6,9,37.1,12.1
988347,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,11.6,6.9,8.8,38.3,8.9,37.2,12.2,38.4,8.8,37,12.2
988351,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum cancellatum,f,11.1,6.2,7.8,37.5,9,36.2,12.2,37.5,9.1,37.1,12.1
988356,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,9.4,6.3,7.1,33.8,7.9,32.4,10.4,33.2,7.7,32.2,10.3
988358,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,9.5,5.8,6.6,33.6,7.8,32.4,10.6,32.2,8.3,31.8,10.5
988355,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,10.7,5.3,7.2,33.1,8,31.6,10.7,32.7,8.3,31.8,10.7
988359,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,9.2,5.2,7,33,8.3,32.2,10.7,33.1,8.4,32,10.8
988357,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,9.4,5.1,6.7,32.7,8.4,31.9,10,32.6,8.4,32,10.7
988368,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,8.9,5,6.9,32.2,7.9,29.4,10.5,31.7,8.3,29.2,10.6
988353,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,8.8,5.3,7,32.2,7.8,29.8,10,31.9,7.8,30,10
988360,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,8.6,5.2,6.4,32,7.9,30.3,10.8,31.7,7.9,30.6,10.4
988354,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,m,9.5,4.7,6.3,31.7,7.6,30,9.6,31.3,7.9,30,9.7
988363,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,9.3,5.3,7,31.3,7.9,30.9,10.2,31.2,8,30.5,10
988361,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,9.1,5.4,6.5,31.2,8.5,30.4,10.4,31.1,8.3,30.2,10.4
988364,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,9.1,5.2,6.4,30.9,8,29.8,9.4,31.2,8.2,30,9.8
988366,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,9,5.3,6.9,30.6,8.6,30,10.3,30.6,8.5,30.1,10.1
988367,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,9.8,5.1,6.1,30.2,8.1,29.7,9.5,30.3,7.9,29.6,10
988365,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,8.2,4.1,7.1,30.1,7.8,28.9,9.9,30,7.8,28.4,9.9
988362,Dry - mounted,Odonata,Libellulidae,Orthetrum,Orthetrum coerulescens,f,8.8,4.8,7.6,29.5,7.5,28.8,9.3,29.7,7.6,29,9.2
988057,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,4.9,2.9,3,24.9,4.8,23.4,4.5,24.8,4.7,23.5,4.5
988061,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,5.1,3.2,3.3,24.7,4.6,22.3,4.1,24.1,4.9,22.5,4.7
988064,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,4.7,2.3,3.9,24.3,4.6,24.1,4.5,24.5,4.7,23.8,4.5
988058,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,5.1,2.6,3.8,24,4.7,22.9,3.5,24.3,4.5,23.6,4.4
988059,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,5.1,2.9,3.4,23.9,5,22.9,4.7,24.1,4.8,23.1,4.8
988060,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,5.1,2.5,3.2,23.9,4.1,22.8,4.9,24,4.5,22.8,4.7
988054,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,4.8,2.8,3.5,23.5,4.4,21.7,4.2,23.2,4.6,22.2,4.2
988049,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,5.6,2.8,3.2,23.3,4,21.8,4.4,23.7,4.3,21.8,4.2
988063,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,4.2,2.1,3.1,23.2,4.4,22.6,4.2,23.5,4.5,22.9,4.2
988062,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,f,4.7,2.8,3.2,23.2,4.1,21.3,3.9,22.9,4.4,21.3,3.8
988050,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,5.3,2.6,2.9,22.9,4.6,21.8,4.5,22.9,4.5,22,4.2
988056,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,4.5,2.4,3.3,22.7,4.2,21.3,4.4,22.8,4.3,21.3,4.7
988051,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,4.5,2.6,3.1,22.7,4.1,21,4.3,23,4.2,21.6,4.3
988053,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,4.9,2.7,2.9,22.5,4.7,21.1,4.2,22.3,4.2,21.4,4.1
988055,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,4.7,2.5,3,22.4,4.3,21.8,4.1,22.7,4.4,22.1,4.4
988052,Dry - mounted,Odonata,Platycnemididae,Platycnemis,Platycnemis pennipes,m,4.4,2.5,3.1,21.8,4.3,20.5,4.1,22.3,4.2,20.2,4.2
988252,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.7,2.8,2.6,24.9,4.6,23.1,4.3,24.8,4.6,23.3,4.3
988246,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,5.3,3.1,3,23.7,4.6,22.4,4.2,24,4.4,22.4,4.2
988244,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,5,3.1,3.3,23.6,4.8,22.3,4.3,23.3,4.8,22.2,4.6
988250,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,3.8,2.3,2.1,23.6,4.4,22.5,3.8,23.4,4.4,22.1,3.8
988248,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,5.5,3.3,3.2,23.5,4.8,22.3,4.7,23.2,4.7,22.4,4.6
988245,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,5.2,3.1,3.2,23.4,4.8,22.3,4.7,23.3,4.7,22.6,4.8
988253,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.3,2.6,2.5,23.3,4.4,22.4,4.1,23.4,4.3,22.1,4.3
988254,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.4,2.8,2.6,23.2,4.1,22.4,4.2,23.2,4.2,22.3,4.3
988242,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,4.9,3.1,3,23,4.6,21.4,4.6,23,4.5,32.7,4.4
988255,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.1,2.3,2.3,22.8,4.1,21.6,3.8,23,4,21.6,3.9
988247,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,5,3.1,2.8,22.5,4.5,22,4.5,22.8,4.6,22,4.4
988241,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,4.4,2.8,2.8,22.3,4.1,20.9,4.1,22.3,4.3,20.6,4.2
988251,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.3,2.5,2.3,22.3,3.7,22.2,3.9,23,3.9,22.1,4
988249,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.2,2.8,2.8,22.2,4.3,20.5,4.4,22,4.4,20.8,4.3
988256,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,f,4.4,2.6,2.3,22.2,4.1,21.1,4.1,22.3,4.1,21.2,3.9
988243,Dry - mounted,Odonata,Coenagrionidae,Pyrrhosoma ,Pyrrhosoma nymphula,m,4.2,2.9,2.8,21.8,4.6,21,4,21.8,4.6,20.8,4.1
989522,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,f,12.1,9.9,11.5,38.3,13.1,37.3,15.8,38.2,13.3,37.1,15.8
989516,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,m,8.5,5.6,7.8,33.7,8.4,32.6,10.6,33.7,8.4,32.7,10.5
989513,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,m,8.9,5.3,7,33.2,8,31.7,9.9,33.4,7.9,32.4,9.7
989517,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,m,6.9,4.7,5.8,32.6,8.1,32.2,9.9,32.8,8.1,32.2,10
989514,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,m,9,4.7,7.5,32.4,7.4,31.4,9.2,32.5,7.6,31.5,9.3
989515,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,m,8.3,4.8,8.5,32.1,7.9,31.3,9.5,31.9,7.8,31.3,9.8
989521,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora arctica,f,8.3,5.8,6.8,31.7,7.9,31.1,10.5,31.5,8,21.5,10.5
988394,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,f,14.4,10.7,13.7,44.3,14.1,43.7,17.1,43.9,14.6,43.5,17.2
988389,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,14.2,11.3,13.7,43.2,13.5,42.9,16,43.1,13.8,43,16
988390,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,14.5,10.7,12.9,42,12.8,41.4,14.7,42.3,12.7,41.5,14.9
988391,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,14.9,11.1,13.1,41.7,13.6,41.7,16,42.3,13.6,41.6,15.7
988392,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,14.4,11,14.2,41.6,13.4,41.5,16.1,41.6,13.7,41.4,16
988398,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,f,10.3,6.7,8.4,39.7,9.3,38.8,12.4,39.4,9.3,38.5,12
988396,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,f,9.3,5.9,9,39.4,9.5,39.5,12.1,39.7,9.1,38.9,12.2
988397,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,f,10.2,6.7,7.3,38,9,37.1,11.8,37.9,9,37.2,11.3
988388,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,9.8,6.2,7.8,38,8.8,37.6,11.6,37.4,8.6,37.6,11.3
988385,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,10,7.1,8.6,37.7,8.5,37.4,10.6,37.7,8.6,37.8,10.5
988387,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,9.7,5.7,8.3,37.3,8.9,36.8,10.8,37.1,8.6,37.1,10.3
988386,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,m,9.9,5.9,7.6,37.3,8.6,37.2,10.8,37.3,8.4,37.3,10.5
988395,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,f,9.5,5.7,8.1,37.2,9.1,36.2,11.7,37.5,9.3,36.3,12.1
988393,Dry - mounted,Odonata,Corduliidae,Somatochlora,Somatochlora metallica,f,13.9,11.2,12.7,14.4,4.4,43.7,17.2,44,13.9,43.8,17.1
988295,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,7.3,3.7,5.5,27.6,7.7,25.7,9.1,27.3,7.4,25.4,9.8
988303,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,6.5,3.9,5.5,27.1,7.4,26.5,10,27.3,7.3,26.2,10
988304,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,6.7,3.1,5.3,26.4,7.1,24.8,9.1,26,7,24.6,9.2
988293,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,4.5,3.8,5.3,26,7.2,24.9,8.9,26.1,7,24.4,9.1
988294,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,6.9,3.4,5.2,25.6,7.1,24.7,8.9,25.9,6.9,24.4,8.9
988292,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,7.4,3.9,6.5,25.4,7.1,24.9,10.1,25.6,7.1,35.2,10
988297,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,6.8,4.2,5.1,25.3,6.9,24.8,9.1,25.3,7.2,24.6,8.9
988300,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,6.3,3.7,5.8,25,7.2,25,10.2,25.3,7.4,24.5,9.8
988296,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,6.3,3.6,4.3,25,6.8,24.1,8.9,26,6.1,24.3,8.3
988302,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,7,3.2,6.4,24.6,7,23.5,8.9,24.5,6.6,23.8,8.4
988290,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,7.2,3.8,5.5,24.5,7.4,23.3,9.3,24.6,7.2,23.7,9.2
988298,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,6.2,3.2,4.7,24,6.5,23.3,8.5,24.3,6.7,23.4,8.5
988289,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,6.6,3.5,4.6,23.9,6.6,22.6,8.5,23.7,6.4,22.9,8.4
988291,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,m,7,3.4,5.7,23.4,6.7,23.2,8.7,23.7,6.8,23.2,8.7
988299,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,5.7,2.9,4.8,22.3,5.8,20.9,7.5,21.9,5.8,20.8,7.7
988301,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum danae,f,5.6,3.5,5.6,22.1,6.5,21,7.8,21.9,6.3,21.1,8
989591,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,7,4.2,5.4,28.6,7.4,27.8,9.6,28.3,7.6,27.6,9.6
989590,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,7.2,3.1,5.2,28.2,7.3,27.7,9.8,28.2,7.1,27.4,9.3
989584,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,7.4,4.4,6,28.1,7.6,27.8,9,28.6,7.5,27.6,9
989579,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,7.3,4.1,5.5,27.7,7.2,26.8,9.4,27.7,7.1,26.6,9.3
989587,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,6.6,3.9,4.8,27.4,7.1,26.5,9.4,27.5,7,26.6,9
989585,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,6.5,3.7,5,27.4,7,27,8.6,27.6,6.6,26.8,9
989583,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,7,3.9,5.6,27.3,6.3,26.6,8.8,27.4,7.1,26.4,8.9
989577,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,7.8,3.6,7.2,27.2,6.7,26.5,8,27.3,6.5,26,7.7
989592,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,6.5,3.3,5,27.1,7.1,25.4,9,26.7,7.1,25.9,8.8
989578,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,7.4,3.8,6,26.7,6.9,26.6,8.3,26.8,7.1,26.3,8.5
989586,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,6.5,3.6,5.3,26.4,7.1,26.1,9,26.2,7.1,25.5,8.8
989581,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,6.8,3.8,4.4,26.3,6.7,25.2,8.2,26.2,6.5,24.7,8.2
989588,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,6.1,3.4,4.2,26.2,6.8,24.8,8.4,26.2,6.3,25.1,8.5
989589,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,f,7.1,3.8,4.8,25.9,7.3,24.4,9.3,25.7,7,24.2,9.5
989582,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,6.3,3.6,5.6,25.9,6.9,24.6,8.5,25.6,6.8,24.8,8.4
989580,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum sanguineum,m,7,4.2,5.3,25.9,6.6,25.7,8.9,26.3,6.8,25.7,8.7
988286,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8,4.4,6.7,32.1,7.8,31.1,10.9,32,7.8,31.1,10.7
988288,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.3,4.6,6.7,32,8.2,30.5,10.4,32,7.9,30.5,10.4
988282,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.8,4.8,6.9,31.8,7.9,29.9,10.1,31.5,7.8,29.9,9.9
988274,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,9.9,5,5.9,31.5,7.8,30.3,10.5,31.9,7.8,30.2,10.5
988281,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.5,4.5,7.1,31.3,7.9,30.3,10.2,31.5,7.8,29.9,10.2
988273,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,9.5,4.9,7.3,30.9,7.8,29.6,10.1,31,7.8,29.6,9.9
988275,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,9.7,4.7,6.5,30.7,7.6,29.4,9.7,30.6,7.8,29.4,9.7
988287,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.2,4.5,6,30.2,7.7,29.2,10,30.2,7.7,29.2,10
988283,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.8,4.6,6.3,30.1,7.8,29.7,10,30.8,7.8,29.7,9.9
988285,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.4,4.6,6.6,30.1,7.8,29.5,9.8,30.7,7.9,29.5,10.2
988284,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,f,8.4,5.3,6.5,30,7.7,29.3,9.9,29.8,7.8,29,9.4
988277,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,9.1,4.6,6.6,29.7,7.8,28.7,9.4,29.4,7.6,28.6,9.6
988276,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,8.6,4.9,5.9,29.7,7.3,28.6,9,30,7.4,28.9,9.1
988280,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,8.3,4.8,6.2,28.9,7.1,27.6,9.1,28.8,7.3,27.5,9
988278,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,8.2,4.2,6.9,28.7,7.3,27.3,8.9,28.4,7.3,27.4,8.9
988279,Dry - mounted,Odonata,Libellulidae,Sympetrum,Sympetrum striolatum,m,8.7,4.9,6.2,28.7,7.1,27.7,9.5,28.8,7.1,27.6,9.4
